id	count	name	formula
0LL	1	N-[(1S,2S)-2-AMINO-2,3-DIHYDRO-1H-INDEN-1-YL]-N'-(4-CHLORO-3-FLUOROPHENYL)ETHANEDIAMIDE	C17 H15 CL F N3 O2
0LK	1	N-[(1S,2S)-2-CARBAMIMIDAMIDO-2,3-DIHYDRO-1H-INDEN-1-YL]-N'-(4-CHLORO-3-FLUOROPHENYL)ETHANEDIAMIDE	C18 H17 CL F N5 O2
0LJ	1	N-[(1R,2R)-2-CARBAMIMIDAMIDO-2,3-DIHYDRO-1H-INDEN-1-YL]-N'-(4-CHLORO-3-FLUOROPHENYL)ETHANEDIAMIDE	C18 H17 CL F N5 O2
0KZ	1	[(1R,2S,4S,5S)-2-HYDROXY-4-(5-METHYL-2,4-DIOXO-3,4-DIHYDROPYRIMIDIN-1(2H)-YL)BICYCLO[3.1.0]HEX-1-YL]METHYL DIHYDROGEN PHOSPHATE	C12 H17 N2 O7 P
0KY	1	3-[(2R)-2-ETHOXYPROPYL]-2-THIOXO-1,2,3,9-TETRAHYDRO-6H-PURIN-6-ONE	C10 H14 N4 O2 S
JR2	1	4-(PYRROLIDIN-1-YL)-7H-PYRROLO[2,3-D]PYRIMIDIN-2-AMINE	C10 H13 N5
9TH	1	PENTAMETHYLCYCLOPENTADIENYL IRIDIUM [N-BENZENSULFONAMIDE-(2-PYRIDYLMETHYL-4-BENZENSULFONAMIDE)AMIN] CHLORIDE	C28 H31 CL IR N3 O4 S2
0L8	1	2'-BROMO-6'-(FURAN-3-YL)-4'-(HYDROXYMETHYL)BIPHENYL-4-OL	C17 H13 BR O3
XU1	1	BENZO[C][1,8]NAPHTHYRIDIN-6(5H)-ONE	C12 H8 N2 O
FHG	1	2'-DEOXY-5'-O-[(R)-{[(R)-[(S)-FLUORO(PHOSPHONO)METHYL](HYDROXY)PHOSPHORYL]OXY}(HYDROXY)PHOSPHORYL]GUANOSINE	C11 H17 F N5 O12 P3
GRC	1	5'-O-[(R)-{[(R)-[(R)-CHLORO(PHOSPHONO)METHYL](HYDROXY)PHOSPHORYL]OXY}(HYDROXY)PHOSPHORYL]-2'-DEOXYGUANOSINE	C11 H17 CL N5 O12 P3
1SZ	1	N-[5-[[4-[[5-[[5-[[5-[[5-[[3-[3-(DIMETHYLAMINO)PROPYLAMINO]-3-OXIDANYLIDENE-PROPYL]CARBAMOYL]-1-METHYL-PYRROL-3-YL]CARBAMOYL]-1-METHYL-PYRROL-3-YL]CARBAMOYL]-1-METHYL-PYRROL-3-YL]CARBAMOYL]-1-METHYL-PYRROL-3-YL]AMINO]-4-OXIDANYLIDENE-BUTYL]CARBAMOYL]-1-METHYL-PYRROL-3-YL]-1-METHYL-4-[[1-METHYL-4-[(1-METHYLIMIDAZOL-2-YL)CARBONYLAMINO]PYRROL-2-YL]CARBONYLAMINO]IMIDAZOLE-2-CARBOXAMIDE	C58 H71 N21 O10
0OS	1	{3-[(1S)-1-[({(2S)-1-[(3,5-DICHLOROPHENYL)SULFONYL]PIPERIDIN-2-YL}CARBONYL)OXY]-3-(3,4-DIMETHOXYPHENYL)PROPYL]PHENOXY}ACETIC ACID	C31 H33 CL2 N O9 S
9LI	1	2-(4,6-DICHLORO-2-METHYL-1H-INDOL-3-YL)ETHANAMINE	C11 H12 CL2 N2
79O	1	8-BROMO-2-(2-CHLOROPHENYL)[1]BENZOFURO[3,2-D]PYRIMIDIN-4(3H)-ONE	C16 H8 BR CL N2 O2
FCM	1	(9AS)-8-ACETYL-N-[(2-ETHYL-4-FLUORONAPHTHALEN-1-YL)METHYL]-1,7-DIHYDROXY-3-METHOXY-9A-METHYL-9-OXO-9,9A-DIHYDRODIBENZO[B,D]FURAN-4-CARBOXAMIDE	C30 H26 F N O7
0LX	1	(2S)-6-[(4-FLUOROBENZYL)AMINO]-2-[(2R)-2-(4-FLUOROPHENYL)-2-METHOXYETHYL]-N-HYDROXYHEXANAMIDE	C22 H28 F2 N2 O3
2IW	1	4-[(3AR,4S,7R,7AS)-1,3-DIOXO-1,3,3A,4,7,7A-HEXAHYDRO-2H-4,7-METHANOISOINDOL-2-YL]-N-(4-METHYLQUINOLIN-8-YL)BENZAMIDE	C26 H21 N3 O3
JKM	1	1-[(2S,3AS,4S,6R,6AR)-2-HYDROXY-6-(HYDROXYMETHYL)-2-OXIDOTETRAHYDROFURO[3,4-D][1,3,2]DIOXAPHOSPHOL-4-YL]PYRIMIDINE-2,4(1H,3H)-DIONE	C9 H11 N2 O8 P
CSQ	1	O-[(2R,3S,4R,5R)-5-(4-AMINO-2-OXOPYRIMIDIN-1(2H)-YL)-4-HYDROXY-2-(HYDROXYMETHYL)TETRAHYDROFURAN-3-YL] O-{[(2R,3S,4R,5R)-5-(2,4-DIOXO-3,4-DIHYDROPYRIMIDIN-1(2H)-YL)-3,4-DIHYDROXYTETRAHYDROFURAN-2-YL]METHYL} HYDROGEN (R)-PHOSPHOROTHIOATE	C18 H24 N5 O12 P S
CSV	1	O-[(2R,3S,4R,5R)-5-(4-AMINO-2-OXOPYRIMIDIN-1(2H)-YL)-4-HYDROXY-2-(HYDROXYMETHYL)TETRAHYDROFURAN-3-YL] O-{[(2R,3S,4R,5R)-5-(2,4-DIOXO-3,4-DIHYDROPYRIMIDIN-1(2H)-YL)-3,4-DIHYDROXYTETRAHYDROFURAN-2-YL]METHYL} HYDROGEN (S)-PHOSPHOROTHIOATE	C18 H24 N5 O12 P S
0MT	1	4-[(4R)-4-(4-NITROPHENYL)-6-OXIDANYLIDENE-3-PHENYL-1,4-DIHYDROPYRROLO[3,4-C]PYRAZOL-5-YL]BENZOIC ACID	C24 H16 N4 O5
1HV	1	4-(3-{4-[(3-AMINOPROPYL)CARBAMOYL]PHENYL}-1H-INDAZOL-1-YL)-N-METHYLBENZAMIDE	C25 H25 N5 O2
02V	1	(2S)-(3,4-DIHYDROXYPHENYL)(METHYLAMINO)ETHANOIC ACID	C9 H11 N O4
02U	1	14-METHYLHEXADEC-9-ENOIC ACID	C17 H32 O2
A22	1	[(2R,3S,4R,5R)-5-(6-AMINO-9H-PURIN-9-YL)-3,4-DIHYDROXYTETRAHYDROFURAN-2-YL]METHYL [(2R,3R,4R,5R)-5-(6-AMINO-9H-PURIN-9-YL)-3-HYDROXY-4-(PHOSPHONOOXY)TETRAHYDROFURAN-2-YL]METHYL DIHYDROGEN DIPHOSPHATE	C20 H27 N10 O16 P3
VEK	1	6-BROMO-2-(1-METHYL-1H-IMIDAZOL-5-YL)-7-{4-[(5-METHYL-1,2-OXAZOL-3-YL)METHYL]PIPERAZIN-1-YL}-1H-IMIDAZO[4,5-B]PYRIDINE	C19 H21 BR N8 O
2JL	1	(2S,3R)-1-(PHENANTHREN-2-YLCARBONYL)PIPERAZINE-2,3-DICARBOXYLIC ACID	C21 H18 N2 O5
0SF	1	(2R)-3-{[4-(4-CHLORO-3-ETHYLPHENOXY)PYRIMIDIN-2-YL][3-(1,1,2,2-TETRAFLUOROETHOXY)BENZYL]AMINO}-1,1,1-TRIFLUOROPROPAN-2-OL	C24 H21 CL F7 N3 O3
A9S	1	(2Z,4E)-5-[(1R)-1-HYDROXY-2,6,6-TRIMETHYL-4-OXOCYCLOHEX-2-EN-1-YL]-3-METHYLPENTA-2,4-DIENOIC ACID	C15 H20 O4
TXA	1	THREONYLCARBAMOYLADENYLATE	C15 H21 N6 O11 P
0SO	1	TERT-BUTYL [3-({[3-TERT-BUTYL-1-(4-METHYLPHENYL)-1H-PYRAZOL-5-YL]CARBAMOYL}AMINO)PROPYL]CARBAMATE	C23 H35 N5 O3
DWN	1	(2R,4S,6R)-4-AMINO-6-METHYL-5-OXOTETRAHYDRO-2H-PYRAN-2-YL [(2R,3S,5R)-3-HYDROXY-5-(5-METHYL-2,4-DIOXO-3,4-DIHYDROPYRIMIDIN-1(2H)-YL)TETRAHYDROFURAN-2-YL]METHYL DIHYDROGEN DIPHOSPHATE	C16 H25 N3 O13 P2
0N2	1	(2R,4S,5R,6R)-4-AMINO-5-HYDROXY-6-METHYLTETRAHYDRO-2H-PYRAN-2-YL [(2R,3S,5R)-3-HYDROXY-5-(5-METHYL-2,4-DIOXO-3,4-DIHYDROPYRIMIDIN-1(2H)-YL)TETRAHYDROFURAN-2-YL]METHYL DIHYDROGEN DIPHOSPHATE	C16 H27 N3 O13 P2
0N6	1	(R)-(3-(3-CYANOPHENYL)-1-OXO-1-(PYRROLIDIN-1-YL)PROPAN-2-YL)-1,2,3,4-TETRAHYDROISOQUINOLINE-6-SULFONAMIDE	C23 H26 N4 O3 S
0S0	1	4-[(E)-(6-HYDROXY-2-OXO-1,2-DIHYDROPYRIDIN-3-YL)DIAZENYL]BENZENESULFONAMIDE	C11 H10 N4 O4 S
16Q	1	ETHOXYBENZENE	C8 H10 O
T1Q	1	N-(2,4-DIFLUORO-3-{2-[(3-HYDROXYPROPYL)AMINO]-8-METHYL-7-OXO-7,8-DIHYDROPYRIDO[2,3-D]PYRIMIDIN-6-YL}PHENYL)PROPANE-1-SULFONAMIDE	C20 H23 F2 N5 O4 S
L44	1	(2S)-1-HYDROXY-3-(TETRADECANOYLOXY)PROPAN-2-YL DOCOSANOATE	C39 H76 O5
P8S	1	HEPTADECAFLUORO-1-OCTANESULFONIC ACID	C8 H F17 O3 S
0YH	1	1-[3-TERT-BUTYL-1-(4-METHYLPHENYL)-1H-PYRAZOL-5-YL]-3-[3-(4-METHOXY-2-METHYLPHENYL)-1H-PYRAZOL-5-YL]UREA	C26 H30 N6 O2
3RX	1	N-[(2E)-3,7-DIMETHYLOCTA-2,6-DIEN-1-YL]-N'-[(1R,3S,5R,7R)-TRICYCLO[3.3.1.1~3,7~]DEC-2-YL]ETHANE-1,2-DIAMINE	C22 H38 N2
0NN	1	1-BENZYL-N-[3-(1'H,3H-SPIRO[2-BENZOFURAN-1,4'-PIPERIDIN]-1'-YL)PROPYL]-D-PROLINAMIDE	C27 H35 N3 O2
2W3	1	2-[2-[(1S,2S)-2-[(3,4-DICHLOROPHENYL)METHYLCARBAMOYL]CYCLOHEXYL]-6-ETHYL-PYRIMIDIN-4-YL]-4-OXIDANYL-6-OXIDANYLIDENE-1H-PYRIMIDINE-5-CARBOXAMIDE	C25 H26 CL2 N6 O4
2W5	1	(1R,2R)-N-(3,4-DICHLOROBENZYL)-2-(4,6-DIMETHOXYPYRIMIDIN-2-YL)CYCLOHEXANECARBOXAMIDE	C20 H23 CL2 N3 O3
2VJ	1	2-[(2-{(1S,2S)-2-[(3,4-DICHLOROBENZYL)CARBAMOYL]CYCLOHEXYL}-6-ETHYLPYRIMIDIN-4-YL)SULFANYL]-1H-IMIDAZOLE-5-CARBOXYLIC ACID	C24 H25 CL2 N5 O3 S
0YJ	1	7-({[3-TERT-BUTYL-1-(4-METHYLPHENYL)-1H-PYRAZOL-5-YL]CARBAMOYL}AMINO)-N-(PROPAN-2-YL)-1H-INDOLE-2-CARBOXAMIDE	C27 H32 N6 O2
I92	1	4-(2-BROMOPHENYL)-2,4-DIOXOBUTANOIC ACID	C10 H7 BR O4
AEI	1	THREONINE-ASPARTIC ESTER	C8 H16 N2 O6
3FH	1	1-HYDROXY-3-(TRIFLUOROMETHYL)PYRIDINE-2(1H)-THIONE	C6 H4 F3 N O S
A8P	1	8-N-OCTYLAMINO-ADENOSINE DIPHOSPHATE HYDROXYPYRROLIDINEDIOL	C23 H42 N7 O12 P2 1
A20	1	3-AMINOPROPANE-1-SULFONIC ACID	C3 H9 N O3 S
1LT	1	(2S)-N~1~-{4-METHYL-5-[2-(1,1,1-TRIFLUORO-2-METHYLPROPAN-2-YL)PYRIDIN-4-YL]-1,3-THIAZOL-2-YL}PYRROLIDINE-1,2-DICARBOXAMIDE	C19 H22 F3 N5 O2 S
1LR	1	3-(BENZOYLAMINO)-2-HYDROXYBENZOIC ACID	C14 H11 N O4
PJA	1	4-FORMYL-3-HYDROXY-8-METHOXY-1,9-DIMETHYL-11-OXO-11H-DIBENZO[B,E][1,4]DIOXEPINE-6-CARBOXYLIC ACID	C18 H14 O8
0Q5	1	4-[5-BUTYL-3-(HYDROXYMETHYL)-1-PHENYL-1H-PYRAZOL-4-YL]-3-(3,4-DIHYDROISOQUINOLIN-2(1H)-YLCARBONYL)-N-{[2-(TRIMETHYLSILYL)ETHYL]SULFONYL}BENZAMIDE	C36 H44 N4 O5 S SI
HRI	1	ALPHA-CHLOROISOCAPROIC ACID	C6 H11 CL O2
916	1	N-[(2S,3R)-4-{[(4S)-6-(2,2-DIMETHYLPROPYL)-2,2-DIMETHYL-3,4-DIHYDRO-2H-THIENO[2,3-B]PYRAN-4-YL]AMINO}-3-HYDROXY-1-PHENYLBUTAN-2-YL]ACETAMIDE	C26 H38 N2 O3 S
0RF	1	(2S)-2-(4-CHLOROPHENYL)-1-{4-[(5R,7R)-7-HYDROXY-5-METHYL-6,7-DIHYDRO-5H-CYCLOPENTA[D]PYRIMIDIN-4-YL]PIPERAZIN-1-YL}-3-(PROPAN-2-YLAMINO)PROPAN-1-ONE	C24 H32 CL N5 O2
E37	1	N~2~-[4-(4-PHENYLTHIOPHEN-2-YL)BENZOYL]-L-ALPHA-GLUTAMINE	C22 H20 N2 O4 S
64D	1	4-({[(4-CHLOROPHENYL)SULFONYL]AMINO}METHYL)PIPERIDINE-1-CARBOXYLIC ACID	C13 H17 CL N2 O4 S
GMF	1	2-[[3-(3-METHOXYPHENYL)PHENYL]-(4-PYRIDYL)METHYL]GUANIDINE	C20 H20 N4 O
0VR	1	1-(O-CARBOXY-PHENYLAMINO)-1-DEOXY-D-RIBULOSE-5-PHOSPHATE	C12 H18 N O9 P
DQ8	1	1-(3-{[(2-AMINOETHYL)SULFANYL](DIPHENYL)METHYL}PHENYL)ETHANONE	C23 H23 N O S
DQ7	1	(2R)-2-AMINO-5-(3-METHYLPHENYL)-5,5-DIPHENYLPROPANOIC ACID	C24 H25 N O2
DQ6	1	(2S)-2-AMINO-5-(3-METHYLPHENYL)-5,5-DIPHENYLPROPANOIC ACID	C24 H25 N O2
5PR	1	5-HYDROXY-4-(HYDROXYMETHYL)-6-METHYLPYRIDINE-3-CARBOXYLIC ACID	C8 H9 N O4
SEY	1	SELENOUREA	C H4 N2 SE
NBO	1	NABUMETONE	C15 H16 O2
AW0	1	5'-DEOXY-5'-[(3-{[(4-METHYLPHENYL)CARBAMOYL]AMINO}PROPYL)(PROPAN-2-YL)AMINO]ADENOSINE	C24 H34 N8 O4
AW1	1	5'-[(3-{[(4-TERT-BUTYLPHENYL)CARBAMOYL]AMINO}PROPYL)(PROPAN-2-YL)AMINO]-5'-DEOXYADENOSINE	C27 H40 N8 O4
1RR	1	N-(TERT-BUTYLCARBAMOYL)-3-METHYL-L-VALYL-(4R)-N-[(1R,2S)-1-CARBOXY-2-ETHENYLCYCLOPROPYL]-4-[(7-METHOXY-2-PHENYLQUINOLIN-4-YL)OXY]-L-PROLINAMIDE	C38 H47 N5 O7
LAV	1	N-[(2S)-2-AMINO-4-METHYLPENTYL]-L-VALINE	C11 H24 N2 O2
AW2	1	5-BROMO-7-{5-[(3-{[(4-TERT-BUTYLPHENYL)CARBAMOYL]AMINO}PROPYL)(PROPAN-2-YL)AMINO]-5-DEOXY-BETA-D-RIBOFURANOSYL}-7H-PYRROLO[2,3-D]PYRIMIDIN-4-AMINE	C28 H40 BR N7 O4
AW3	1	5-BROMO-7-{5-[(3-{[(4-TERT-BUTYLPHENYL)CARBAMOYL]AMINO}PROPYL)AMINO]-5-DEOXY-BETA-D-RIBOFURANOSYL}-7H-PYRROLO[2,3-D]PYRIMIDIN-4-AMINE	C25 H34 BR N7 O4
I23	1	N-CYCLOHEPTYL-1-[(2,4,6-TRIMETHYLPHENYL)SULFONYL]PIPERIDINE-4-CARBOXAMIDE	C22 H34 N2 O3 S
526	1	(3S)-TETRAHYDROFURAN-3-YL {(2S,3R)-4-[(4S)-4-TERT-BUTYL-7-FLUORO-1,1-DIOXIDO-4,5-DIHYDRO-1,2-BENZOTHIAZEPIN-2(3H)-YL]-3-HYDROXY-1-PHENYLBUTAN-2-YL}CARBAMATE	C28 H37 F N2 O6 S
L90	1	8-BUTYL-1-METHYL-7-(5-METHYL-1H-INDAZOL-4-YL)-1H-IMIDAZO[2,1-F]PURINE-2,4(3H,8H)-DIONE	C20 H21 N7 O2
53Z	1	1-(4-AMINOBENZYL)-3-[2-OXO-2-(PYRROLIDIN-1-YL)ETHYL]UREA	C14 H20 N4 O2
2HD	1	(2R)-2,3-DIBUTOXYPROPYL (R)-OCTYLPHOSPHINATE	C19 H41 O4 P
ZYL	1	1-[3-(HEXYLOXY)BENZYL]-4-HYDROXY-2-OXO-1,2-DIHYDROPYRIDINE-3-CARBOXYLIC ACID	C19 H23 N O5
P53	1	2-(HYDROXYMETHYL)PHENYL 6-O-PHOSPHONO-BETA-D-GLUCOPYRANOSIDE	C13 H19 O10 P
FDS	1	FLUORESCIN	C20 H14 O5
0RX	1	2-(MORPHOLIN-4-YL)-N-[4-(PYRIDIN-4-YLOXY)PHENYL]PYRIDINE-4-CARBOXAMIDE	C21 H20 N4 O3
0P8	1	2-({3-[(3,5-DIBROMO-2-METHOXYBENZYL)AMINO]PROPYL}AMINO)QUINOLIN-4(1H)-ONE	C20 H21 BR2 N3 O2
0P6	1	2-AMINOQUINOLIN-8-OL	C9 H8 N2 O
GD1	1	2-AMINO-5-[(Z)-IMINOMETHYL]-3,7-DIHYDRO-4H-PYRROLO[2,3-D]PYRIMIDIN-4-ONE	C7 H7 N5 O
923	1	(5Z)-4-HYDROXY-3-[(2R)-2-(2-HYDROXYPROPAN-2-YL)-2,3-DIHYDRO-1-BENZOFURAN-5-YL]-5-{[(2R)-2-(2-HYDROXYPROPAN-2-YL)-2,3-DIHYDRO-1-BENZOFURAN-5-YL]METHYLIDENE}FURAN-2(5H)-ONE	C27 H28 O7
DF0	1	(2-FLUOROBIPHENYL-4-YL)ACETIC ACID	C14 H11 F O2
DMC	1	3-(4-DIETHYLAMINO-2-HYDROXY-PHENYL)-2-METHYL-PROPIONIC ACID	C14 H19 N O3
GFP	1	2-DEOXY-2-FLUORO-ALPHA-D-GLUCOSE-1-PHOSPHATE	C6 H12 F O8 P
RGS	1	4N-MALONYL-CYSTEINYL-2,4-DIAMINOBUTYRATE DISULFIDE	C20 H32 N6 O12 S2
CCP	1	BUTYLPHOSPHONATE	C4 H11 O3 P
IN1	1	PROPIONIC ACID 2,2-DIHYDROXY-3-(1-GLUCOPYRANOSYLOXY)-METHYLPROPYL ESTER	C13 H24 O10
BGP	1	BETA-GALACTOSE-6-PHOSPHATE	C6 H13 O9 P
VAC	1	N,N-BIS(2-HYDROXY-1-INDANYL)-2,6- DIPHENYLMETHYL-4-HYDROXY-1,7-HEPTANDIAMIDE	C39 H42 N2 O5
072	1	(+/-)(2S,5S)-3-(4-(4-CARBOXYPHENYL)BUTYL)-2-HEPTYL-4-OXO-5-THIAZOLIDINE	C37 H46 N2 O4 S
CNP	1	2-PROPENYL-N-ACETYL-NEURAMIC ACID	C14 H23 N O8
LNO	1	L-LEUCYL-HYDROXYLAMINE	C6 H14 N2 O2
U04	1	({3-[1-(4-HYDROXY-2-OXO-2H-CHROMEN-3-YL)-PROPYL]-PHENYLCARBAMOYL}-METHYL)-CARBAMIC ACID TERT-BUTYL ESTER	C25 H28 N2 O6
SRD	1	D-1-NAPHTHYL-2-ACETAMIDO-ETHANE BORONIC ACID	C14 H17 B N O4 -1
CLX	1	TRI-CHLORO-ACETALDEHYDE	C2 H CL3 O
ADO	1	ADAMANTANONE	C10 H14 O
FFF	1	TRIFLUOROFURNESYL DIPHOSPHATE	C15 H25 F3 O7 P2
GPM	1	GLUCOPYRANOSYL-1-METHYL-PHOSPHONIC ACID	C7 H15 O8 P
TS4	1	GLUTATHIONYLSPERMIDINE DISULFIDE	C34 H66 N12 O10 S2
LNC	1	(3S)-5-(3-CARBOXY-3-HYDROXYPROPYL) NICOTINAMIDE-ADENINE-DINUCLEOTIDE	C25 H33 N7 O17 P2
PEC	1	S,S-PENTYLTHIOCYSTEINE	C8 H17 N O2 S2
DHG	1	PHOSPHONIC ACID 2-DODECANOYLAMINO-HEXYL ESTER PROPYL ESTER	C20 H42 N O6 P
ATZ	1	2-CHLORO-4-ISOPROPYLAMINO-6-ETHYLAMINO -1,3,5-TRIAZINE	C8 H14 CL N5
RHL	1	[N,N-DI(PYRIDIN-2-YL-KAPPAN)DODECANAMIDE]RHODIUM	C22 H31 N3 O RH
UNN	1	(6,7-DIFLUORO-QUINAZOLIN-4-YL)-(1-METHYL-2,2-DIPHENYL-ETHYL)-AMINE	C23 H19 F2 N3
BAN	1	HONH-BENZYLMALONYL-L-ALANYLGLYCINE-P-NITROANILIDE	C21 H23 N5 O7
0VE	1	3-[8-({4-[ETHYL(2-HYDROXYETHYL)AMINO]PHENYL}AMINO)IMIDAZO[1,2-A]PYRAZIN-5-YL]PHENOL	C22 H23 N5 O2
4AC	1	N(4)-ACETYLCYTIDINE-5'-MONOPHOSPHATE	C11 H16 N3 O9 P
UIN	1	5,6,7,8,9,10-HEXAHYDRO-4-HYDROXY-3-(1-PHENYLPROPYL)CYCLOOCTA[B]PYRAN-2-ONE	C20 H24 O3
FAC	1	1,1,1,3,3,3-HEXAFLUOROPROPANEDIOL	C3 H2 F6 O2
2O0	1	3-(1H-BENZIMIDAZOL-1-YL)PROPANAMIDE	C10 H11 N3 O
OPG	1	OXIRANPSEUDOGLUCOSE	C7 H12 O5
PBA	1	PHENYLETHANE BORONIC ACID	C8 H11 B O2
ZAF	1	O-(((1R)-((N-PHENYLMETHOXYCARBONYL-L-ALANYL)AMINO)ETHYL)HYDROXYPHOSPHONO)-L-BENZYLACETIC ACID	C22 H27 N2 O8 P
CAE	1	CAMPHANE	C10 H18
COF	1	TRIFLUOROACETONYL COENZYME A	C24 H37 F3 N7 O17 P3 S
CIC	1	CITRYL-THIOETHER-COENZYME *A	C27 H44 N7 O21 P3 S
AMW	1	ADENOSINE MONOTUNGSTATE	C10 H14 N5 O7 W
09D	1	(4S)-6-BROMO-3,4-DIHYDRO-2H-THIOCHROMEN-4-YL (3S,5'R)-2-OXO-1,2-DIHYDROSPIRO[INDOLE-3,3'-PYRROLIDINE]-5'-CARBOXYLATE	C21 H19 BR N2 O3 S
H2P	1	HEPTULOSE-2-PHOSPHATE	C7 H15 O9 P
4SC	1	4'-THIO-2'-DEOXYCYTIDINE-5'-MONOPHOSPHATE GROUP	C10 H16 N3 O5 P S
CEB	1	2-CHLORO-4-ETHYLAMINO-6-(S(-)-2'-CYANO-4-BUTYLAMINO)-1,3,5-TRIAZINE	C10 H15 CL N6
MS2	1	2,2-DICHLORO-1-METHANESULFINYL-3-METHYL-CYCLOPROPANECARBOXYLIC ACID [1-(4-BROMO-PHENYL)-ETHYL]-AMIDE	C14 H16 BR CL2 N O2 S
NIU	1	6,7,8,9-TETRAHYDRO-4-HYDROXY-3-(1-PHENYLPROPYL)CYCLOHEPTA[B]PYRAN-2-ONE	C19 H22 O3
NTN	1	ISONICOTINAMIDINE	C6 H7 N3
FVF	1	O-((((N-PHENYL-METHOXY-CARBONYL)-PHENYL ALANYL-CARBONYL)AMINO)-ISOBUTYL)HYDROXY PHOSPHINYL)-3-PHENYLACETIC ACID	C30 H35 N2 O8 P
NCM	1	NORCAMPHOR	C7 H10 O
496	1	2-({[4-(HYDROXYMETHYL)-3-(TRIFLUOROMETHYL)-1H-PYRAZOL-1-YL]ACETYL}AMINO)-4,5,6,7-TETRAHYDRO-1-BENZOTHIOPHENE-3-CARBOXAMIDE	C16 H17 F3 N4 O3 S
0SZ	1	3-(3,4-DIHYDROISOQUINOLIN-2(1H)-YLSULFONYL)BENZOIC ACID	C16 H15 N O4 S
LPF	1	1,1,1-TRIFLUORO-3-((N-ACETYL)-L-LEUCYLAMIDO)-4-PHENYL-BUTAN-2-ONE(N-ACETYL-L-LEUCYL-L-PHENYLALANYL TRIFLUOROMETHYL KETONE)	C18 H23 F3 N2 O3
SE5	1	4-(4-CHLOROPHENETHYL)-1H-PYRROLE-2-CARBOXYLIC ACID	C13 H12 CL N O2
CET	1	2-CHLORO-4-ETHYLAMINO-6-(R(+)-2'-CYANO-4-BUTYLAMINO)-1,3,5-TRIAZINE	C10 H15 CL N6
ABC	1	MODIFIED ACARBOSE HEXASACCHARIDE	C37 H63 N O26
INC	1	2-(ACETYL-HYDROXY-AMINO)-4-METHYL-PENTANOIC ACID METHYL ESTER	C9 H17 N O4
TPH	1	2-AMINO-3-PHENYL-PROPANE-1,1-DIOL GROUP	C9 H13 N O2
INU	1	N-(3-CYCLOPROPYL(5,6,7,8,9,10-HEXAHYDRO-2-OXO-2H-CYCLOOCTA[B]PYRAN-3-YL)METHYL)PHENYLBENZENSULFONAMIDE	C27 H29 N O5 S
RS1	1	4-[4-(4-CHLORO-PHENOXY)-BENZENESULFONYLMETHYL]-TETRAHYDRO-PYRAN-4-CARBOXYLIC ACID HYDROXYAMIDE	C19 H20 CL N O6 S
NIC	1	NITROISOCITRIC ACID	C5 H7 N O7
TM6	1	THIO-MALTOHEXAOSE	C36 H62 O28 S3
AGF	1	O-(((1R)-((N-(PHENYL-METHOXY-CARBONYL)-ALANYL)-AMINO)METHYL)HYDROXYPHOSPHINYL)3-L-PHENYLLACTATE	C21 H25 N2 O8 P
TCM	1	THIOCAMPHOR	C10 H16 S
GIS	1	ETHYL-(2-CARBOXY-4-GUANIDINIUM-PHENYL)-CHLOROACETATE	C12 H14 CL N3 O4
GS	1	GUANOSINE-5'-THIO-MONOPHOSPHATE	C10 H14 N5 O6 P S
ADT	1	3'-DEOXY-3'-ACETAMIDO-THYMIDINE	C12 H17 N3 O5
RS2	1	N-HYDROXY-2-[4-(4-PHENOXY-BENZENESULFONYL)-TETRAHYDRO-PYRAN-4-YL]-ACETAMIDE	C19 H21 N O6 S
TM5	1	THIO-MALTOPENTAOSE	C30 H52 O23 S3
IBR	1	(2-BROMOETHYL)(2-'FORMYL-4'-AMINOPHENYL) ACETATE	C11 H12 BR N O3
STP	1	2'-DEOXYADENOSINE 5'-O-(1-THIOTRIPHOSPHATE)	C10 H16 N5 O11 P3 S
ISU	1	SE-ETHYL-ISOSELENOUREA	C3 H8 N2 SE
ADU	1	3'-DEOXY-3'-ACETAMIDO-URIDINE	C11 H15 N3 O6
DFR	1	3-DEOXY-3-METHYL-D-FRUCTOSE	C7 H14 O5
0WO	1	(2R,4S)-2-[(R)-CARBOXY{[(5-METHYL-3-PHENYL-1,2-OXAZOL-4-YL)CARBONYL]AMINO}METHYL]-5,5-DIMETHYL-1,3-THIAZOLIDINE-4-CARBOXYLIC ACID	C19 H21 N3 O6 S
X32	1	N-[(R)-({[(BENZYLOXY)CARBONYL]AMINO}METHYL)(HYDROXY)PHOSPHORYL]-L-LEUCYL-L-PHENYLALANINE	C24 H32 N3 O7 P
X0Q	1	5-[1-(3-CYANOPHENYL)-1,2,3-TRIAZOL-4-YL]THIOPHENE-2-SULFONAMIDE	C13 H9 N5 O2 S2
C5I	1	3-OXO-3-[(3R)-3-(PYRROLO[2,3-B][1,2,3]TRIAZOLO[4,5-D]PYRIDIN-1(6H)-YL)PIPERIDIN-1-YL]PROPANENITRILE	C15 H15 N7 O
SPP	1	(1-(5-METHANSULPHONAMIDO-1H-INDOL-2-YL-CARBONYL)4-[METHYLAMINO)PYRIDINYL]PIPERAZINE	C22 H28 N6 O3 S
DCK	1	(2S)-3-CARBOXY-2-HYDROXY-N,N,N-TRIMETHYLPROPAN-1-AMINIUM	C7 H16 N O3 1
0Y0	1	5'-{[(3S)-3-AMINO-3-CARBOXYPROPYL]AMINO}-5'-DEOXYADENOSINE	C14 H21 N7 O5
VOL	1	L-VALINOL	C5 H13 N O
