id	count	name	formula
JUP	1	4-(2-AMINO-5-{4-[(DIMETHYLAMINO)METHYL]THIOPHEN-2-YL}PYRIDIN-3-YL)-2-{(1R)-1-[2-(TRIFLUOROMETHYL)PHENYL]ETHOXY}BENZAMIDE	C28 H27 F3 N4 O2 S
556	1	3-(THIOPHEN-2-YL)-6,7-DIHYDRO-5H-PYRROLO[1,2-A]IMIDAZOLE	C10 H10 N2 S
2O1	1	2,3-DIHYDROBENZO[H][1,6]NAPHTHYRIDIN-4(1H)-ONE	C12 H10 N2 O
6XE	1	6-[[6-(4-FLUOROPHENYL)-[1,2,4]TRIAZOLO[4,3-B][1,2,4]TRIAZIN-3-YL]METHYL]QUINOLINE	C20 H13 F N6
N7F	1	6-[(3S)-3-AMINOPIPERIDIN-1-YL]-5-BENZYL-4-OXO-3-(QUINOLIN-4-YLMETHYL)-4,5-DIHYDRO-3H-PYRROLO[3,2-D]PYRIMIDINE-7-CARBONITRILE	C29 H27 N7 O
F1S	1	N-(5-{[3-(4-AMINO-6-METHYL-1,3,5-TRIAZIN-2-YL)-5-(TETRAHYDRO-2H-PYRAN-4-YL)PYRIDIN-2-YL]AMINO}-2-CHLOROPYRIDIN-3-YL)METHANESULFONAMIDE	C20 H23 CL N8 O3 S
I0P	1	D-MYO INOSITOL 1,4,5,6 TETRAKISPHOSPHATE	C6 H16 O18 P4
QG8	1	METHYL ((S)-1-(2-([1,1'-BIPHENYL]-4-YLMETHYL)-2-(3-((3S,4S)-3-BENZYL-4-HYDROXY-1-((1S,2R)-2-HYDROXY-2,3-DIHYDRO-1H-INDEN-1-YL)-2-OXOPYRROLIDIN-3-YL)PROPYL)HYDRAZINYL)-3,3-DIMETHYL-1-OXOBUTAN-2-YL)CARBAMATE	C44 H52 N4 O6
QG9	1	METHYL ((S)-1-(2-(3-((3S,4S)-3-BENZYL-4-HYDROXY-1-((1S,2R)-2-HYDROXY-2,3-DIHYDRO-1H-INDEN-1-YL)-2-OXOPYRROLIDIN-3-YL)PROPYL)-2-(4-(PYRIDIN-4-YL)BENZYL)HYDRAZINYL)-3,3-DIMETHYL-1-OXOBUTAN-2-YL)CARBAMATE	C43 H51 N5 O6
P43	1	1-{3-[1-({5-[(2-FLUOROPHENYL)ETHYNYL]FURAN-2-YL}CARBONYL)PIPERIDIN-4-YL]PHENYL}METHANAMINE	C25 H23 F N2 O2
IKY	1	N-HYDROXY-2-[2-(TRIFLUOROMETHYL)PHENYL]-1,3-OXAZOLE-4-CARBOXAMIDE	C11 H7 F3 N2 O3
5C1	1	5-(2-CHLOROPHENYL)-N-HYDROXY-1,3-OXAZOLE-2-CARBOXAMIDE	C10 H7 CL N2 O3
3W5	1	N-[(3S)-1,1-DIOXIDOTETRAHYDRO-2H-THIOPYRAN-3-YL]-4-(4-{[(3S)-3-HYDROXY-1-AZABICYCLO[2.2.2]OCT-3-YL]ETHYNYL}PHENOXY)BENZAMIDE	C27 H30 N2 O5 S
3W4	1	N-[(3R)-1,1-DIOXIDOTETRAHYDRO-2H-THIOPYRAN-3-YL]-4-(4-{[(3S)-3-HYDROXY-1-AZABICYCLO[2.2.2]OCT-3-YL]ETHYNYL}PHENOXY)BENZAMIDE	C27 H30 N2 O5 S
A7I	1	5-CHLORO-THIOPHENE-2-CARBOXYLIC ACID [2-(1--ISOPROPYL-PIPERIDIN-4-YLSULFAMOYL)-ETHYL]-AMIDE	C15 H24 CL N3 O3 S2
N61	1	1-(3-TERT-BUTYL-1-METHYL-1H-PYRAZOL-5-YL)-3-[4-(PYRIDIN-4-YLOXY)PHENYL]UREA	C20 H23 N5 O2
S12	1	O-[(S)-HYDROXY{[(2S)-2-HYDROXY-3-(OCTADEC-9-ENOYLOXY)PROPYL]OXY}PHOSPHORYL]-L-SERINE	C24 H46 N O9 P
0O3	1	3-(HYDROXYMETHYL)BUT-3-EN-1-YL TRIHYDROGEN DIPHOSPHATE	C5 H12 O8 P2
PUW	1	N-(PHOSPHONOACETYL)-PUTRESCINE	C6 H15 N2 O4 P
F9K	1	(1'R,2R,2'S,6S,24AS)-17-FLUORO-6-(1-METHYL-2-OXOPIPERIDINE-3-CARBOXAMIDO)-19,19-DIOXIDO-5,21,24-TRIOXO-2'-VINYL-1,2,3,5,6,7,8,9,10,11,12,13,14,20,21,23,24,24A-OCTADECAHYDROSPIRO[BENZO[S]PYRROLO[2,1-G][1,2,5,8,18]THIATETRAAZACYCLOICOSINE-22,1'-CYCLOPRO-2-CARBOXYLATEPAN]-2-YL 4-FLUOROISOINDOLINE	C42 H51 F2 N7 O9 S
B5F	1	BIPHENYL 2,3',4,5',6-PENTAKISPHOSPHATE	C12 H15 O20 P5
TVP	1	(2S)-1-ACETYL-2-METHYL-1,2,3,4-TETRAHYDROQUINOLINE	C12 H15 N O
P9I	1	1-[1-(PYRIDIN-2-YL)INDOLIZIN-3-YL]ETHAN-1-ONE	C15 H13 N2 O 1
P9L	1	1,3-DIMETHYL-6-(MORPHOLIN-4-YLSULFONYL)-3,4-DIHYDROQUINAZOLIN-2(1H)-ONE	C14 H19 N3 O4 S
P9M	1	N-CYCLOPENTYL-5-(3,5-DIMETHYLISOXAZOL-4-YL)-2-METHYLBENZENESULFONAMIDE	C17 H22 N2 O3 S
A9N	1	N-CYCLOPROP-2-EN-1-YL-5-(3,5-DIMETHYL-1,2-OXAZOL-4-YL)-2-METHYL-BENZENESULFONAMIDE	C15 H16 N2 O3 S
A9O	1	5-ETHYL-3-METHYL-4-PHENYL-1,2-OXAZOLE	C12 H13 N O
AA0	1	N-[4-METHYL-3-[6-(4-METHYLPIPERAZIN-1-YL)-4-OXIDANYLIDENE-QUINAZOLIN-3-YL]PHENYL]-2-MORPHOLIN-4-YL-PYRIDINE-4-CARBOXAMIDE	C30 H33 N7 O3
QC0	1	N-[4-METHYL-3-[6-(4-METHYLPIPERAZIN-1-YL)-4-OXIDANYLIDENE-QUINAZOLIN-3-YL]PHENYL]FURAN-3-CARBOXAMIDE	C25 H25 N5 O3
NQB	1	N-CYCLOPROPYL-4-METHYL-3-[6-(4-METHYLPIPERAZIN-1-YL)-4-OXIDANYLIDENE-QUINAZOLIN-3-YL]BENZAMIDE	C24 H27 N5 O2
AAV	1	N-ISOXAZOL-3-YL-4-METHYL-3-[6-(4-METHYLPIPERAZIN-1-YL)-4-OXO-QUINAZOLIN-3-YL]BENZAMIDE	C24 H24 N6 O3
0U3	1	N-HYDROXY-2-{4-[3-(4-{[(2S)-2-HYDROXY-3,3-DIMETHYLBUTYL]OXY}-3-METHYLPHENYL)PENTAN-3-YL]-2-METHYLPHENOXY}ACETAMIDE	C27 H39 N O5
QN7	1	(8S)-3,3-DIFLUORO-8-(2'-FLUORO-3'-METHOXYBIPHENYL-3-YL)-8-PYRIDIN-4-YL-2,3,4,8-TETRAHYDROIMIDAZO[1,5-A]PYRIMIDIN-6-AMINE	C24 H20 F3 N5 O
S8Z	1	(8R)-8-[4-(DIFLUOROMETHOXY)PHENYL]-3,3-DIFLUORO-8-[3-(3-METHOXYPROP-1-YN-1-YL)PHENYL]-2,3,4,8-TETRAHYDROIMIDAZO[1,5-A]PYRIMIDIN-6-AMINE	C23 H20 F4 N4 O2
0RZ	1	(2E)-4-[(3-CARBAMOYLPHENYL)AMINO]-4-OXOBUT-2-ENOIC ACID	C11 H10 N2 O4
0FW	1	4-{3-[(BIPHENYL-4-YLCARBONYL)AMINO]PHENOXY}BENZENE-1,2-DICARBOXYLIC ACID	C27 H19 N O6
P09	1	2-{[4-(3,4-DIMETHYLPHENOXY)PHENYL]CARBAMOYL}BENZOIC ACID	C22 H19 N O4
2BJ	1	2-{[3-(3,4-DIMETHYLPHENOXY)PHENYL]CARBAMOYL}-4-NITROBENZOIC ACID	C22 H18 N2 O6
GGY	1	4-(2-AMINO-5-{4-[(DIMETHYLAMINO)METHYL]THIOPHEN-2-YL}PYRIDIN-3-YL)-2-{[(1R,2Z)-4,4,4-TRIFLUORO-1-METHYLBUT-2-EN-1-YL]OXY}BENZAMIDE	C24 H25 F3 N4 O2 S
L0B	1	ALPHA-LOBELINE	C22 H27 N O2
0S4	1	N-HYDROXY-2-{4-[3-(4-{[(2R)-2-HYDROXY-3,3-DIMETHYLBUTYL]OXY}-3-METHYLPHENYL)PENTAN-3-YL]-2-METHYLPHENOXY}ACETAMIDE	C27 H39 N O5
SJJ	1	5-(4-METHOXYPHENYL)-N-(PYRIDIN-4-YLMETHYL)-1,3-OXAZOLE-4-CARBOXAMIDE	C17 H15 N3 O3
G29	1	(6ALPHA,8ALPHA)-6-(BUT-2-YN-1-YLOXY)ANDROSTA-1,4-DIENE-3,17-DIONE	C23 H28 O3
P84	1	2,4-BIS(IODANYL)-6-[[METHYL-(1-METHYLPIPERIDIN-4-YL)AMINO]METHYL]PHENOL	C14 H20 I2 N2 O
P86	1	2-{[4-(DIETHYLAMINO)PIPERIDIN-1-YL]METHYL}-4,6-DIIODOPHENOL	C16 H24 I2 N2 O
NXG	1	2-{[4-(DIETHYLAMINO)PIPERIDIN-1-YL]METHYL}-4-(3-HYDROXYPROP-1-YN-1-YL)-6-IODOPHENOL	C19 H27 I N2 O2
P74	1	TERT-BUTYL [3-(3-{[4-(DIETHYLAMINO)PIPERIDIN-1-YL]METHYL}-4-HYDROXY-5-IODOPHENYL)PROP-2-YN-1-YL]CARBAMATE	C24 H36 I N3 O3
P51	1	2-{[4-(DIETHYLAMINO)PIPERIDIN-1-YL]METHYL}-6-IODO-4-(3-PHENOXYPROP-1-YN-1-YL)PHENOL	C25 H31 I N2 O2
NG7	1	3-{2-[(CYCLOPROPYLCARBONYL)AMINO][1,3]THIAZOLO[5,4-B]PYRIDIN-5-YL}-N-{4-[(4-ETHYLPIPERAZIN-1-YL)METHYL]-3-(TRIFLUOROMETHYL)PHENYL}BENZAMIDE	C31 H31 F3 N6 O2 S
0XJ	1	(6ALPHA,8ALPHA)-6-(PENT-2-YN-1-YLOXY)ANDROSTA-1,4-DIENE-3,17-DIONE	C24 H30 O3
FLX	1	N-[(FURAN-2-YL)CARBONYL]-(S)-LEUCYL-(R)-[1-AMINO-2(1H-INDOL-3-YL)ETHYL]-PHOSPHONIC ACID	C21 H26 N3 O6 P
0TJ	1	N-(6-OXOHEXYL)-2-(4,5,6,7-TETRABROMO-1H-BENZIMIDAZOL-1-YL)ACETAMIDE	C15 H15 BR4 N3 O2
AJ1	1	N-(2-METHYLAMINO)-1,3-BENZOTHIAZOL-6-YL)ACETAMIDE	C10 H11 N3 O S
52C	1	5-(2-CHLOROPHENYL)-1H-TETRAZOLE	C7 H5 CL N4
VAB	1	4-OXO-4-{[2-(PROP-2-EN-1-YLSULFANYL)-1,3-BENZOTHIAZOL-6-YL]AMINO}BUTANOIC ACID	C14 H14 N2 O3 S2
88W	1	N~3~-(ETHYLCARBAMOYL)-N-(2-METHYL-1,3-BENZOTHIAZOL-6-YL)-BETA-ALANINAMIDE	C14 H18 N4 O2 S
88V	1	(4-{2-[({3-[(2-METHYL-1,3-BENZOTHIAZOL-6-YL)AMINO]-3-OXOPROPYL}CARBAMOYL)AMINO]ETHYL}BENZYL)PROPANEDIOIC ACID	C24 H26 N4 O6 S
VWN	1	2-[(1-METHYL-1H-BENZIMIDAZOL-2-YL)METHYL]-6-MORPHOLIN-4-YLPYRIMIDIN-4(3H)-ONE	C17 H19 N5 O2
W7E	1	2-[[4-[2-[[3-[(2-METHYL-1,3-BENZOTHIAZOL-6-YL)AMINO]-3-OXIDANYLIDENE-PROPYL]CARBAMOYLAMINO]ETHOXY]PHENYL]METHYL]PROPANEDIOIC ACID	C24 H26 N4 O7 S
A9P	1	3,5 DIMETHYL-4-PHENYL-1,2-OXAZOLE	C11 H11 N O
CH8	1	5-CHLORO-2-PHENOXYPHENOL	C12 H9 CL O2
E9P	1	5-ETHYL-2-PHENOXYPHENOL	C14 H14 O2
GYU	1	2-(ACETYLAMINO)-2-DEOXY-1-O-(PROPYLCARBAMOYL)-ALPHA-D-GLUCOPYRANOSE	C12 H22 N2 O7
67Z	1	1-(4-AMINOBENZYL)-3-{2-[(2R)-2-(2,5-DIMETHOXYPHENYL)PYRROLIDIN-1-YL]-2-OXOETHYL}UREA	C22 H28 N4 O4
2P2	1	1-[(2R,5S)-2-TERT-BUTYL-5-({(2S)-2-[(1R)-1,2-DIHYDROXYETHYL]PYRROLIDIN-1-YL}CARBONYL)PYRROLIDIN-1-YL]-4-PHENYLBUTAN-1-ONE	C25 H38 N2 O4
2P4	1	(5R)-N-BENZYL-5-({(2S)-2-[(1R)-1,2-DIHYDROXYETHYL]PYRROLIDIN-1-YL}CARBONYL)CYCLOPENT-1-ENE-1-CARBOXAMIDE	C20 H26 N2 O4
2P6	1	(2S)-1-[1-(4-PHENYLBUTANOYL)-L-PROLYL]PYRROLIDINE-2-CARBONITRILE	C20 H25 N3 O2
2P8	1	(2S)-N-BENZYL-2-({(2S)-2-[(1R)-1,2-DIHYDROXYETHYL]PYRROLIDIN-1-YL}CARBONYL)PYRROLIDINE-1-CARBOXAMIDE	C19 H27 N3 O4
0JY	1	4-METHYL-L-LEUCINE	C7 H15 N O2
WUL	1	8-BROMANYL-2-[[(3S)-3-OXIDANYLPYRROLIDIN-1-YL]METHYL]-3H-[1]BENZOFURO[3,2-D]PYRIMIDIN-4-ONE	C15 H14 BR N3 O3
0XT	1	7-METHOXY-6-METHYLPTERIDINE-2,4-DIAMINE	C8 H10 N6 O
0XS	1	2-AMINO-6-BROMO-7-(TRIFLUOROMETHYL)-1,8-NAPHTHYRIDINE-3-CARBOXAMIDE	C10 H6 BR F3 N4 O
N53	1	N-[6,6-DIMETHYL-5-[(2S)-4-METHYL-2-(PHENYLMETHYL)PIPERAZIN-1-YL]CARBONYL-2,4-DIHYDROPYRROLO[3,4-C]PYRAZOL-3-YL]-3-PHENOXY-BENZAMIDE	C33 H36 N6 O3
N44	1	5-({[2-(BENZYLCARBAMOYL)BENZYL](PROP-2-EN-1-YL)AMINO}METHYL)-1,3-BENZODIOXOLE-4-CARBOXYLATE	C27 H25 N2 O5 -1
XTC	1	(4S,4AS,5AR,12AS)-4-(DIMETHYLAMINO)-3,10,12,12A-TETRAHYDROXY-9-NITRO-1,11-DIOXO-1,4,4A,5,5A,6,11,12A-OCTAHYDROTETRACENE-2-CARBOXAMIDE	C21 H21 N3 O9
RU0	1	TETRAKIS(ACETATO)CHLORIDODIRUTHENIUM(II,III)	C8 H12 CL2 O8 RU2
22E	1	5,11-DIMETHYL-1-OXO-2,6-DIHYDRO-1H-PYRIDO[4,3-B]CARBAZOL-9-YL BENZOATE	C24 H18 N2 O3
0HY	1	METHYL (3R)-3-(7-AMINO-4,5-DIOXO-1,4,5,6-TETRAHYDROPYRIMIDO[4,5-C]PYRIDAZIN-3-YL)BUTANOATE	C11 H13 N5 O4
0HM	1	2-{[4-(AMINOMETHYL)PHENYL]CARBAMOYL}-1-[(1-BENZYL-1H-IMIDAZOL-2-YL)METHYL]-3-HYDROXYPYRIDINIUM	C24 H24 N5 O2 1
0J2	1	(3R)-3-(7-AMINO-4,5-DIOXO-1,4,5,6-TETRAHYDROPYRIMIDO[4,5-C]PYRIDAZIN-3-YL)BUTANOIC ACID	C10 H11 N5 O4
9PQ	1	4-[2-(HYDROXYMETHYL)NAPHTHALEN-1-YL]-N-[2-(MORPHOLIN-4-YL)ETHYL]BENZAMIDE	C24 H26 N2 O3
LUO	1	N-(4-METHOXYPHENYL)-N~2~-[1-(2-METHYLPHENYL)-4-OXO-4,5-DIHYDRO-1H-PYRAZOLO[3,4-D]PYRIMIDIN-6-YL]-L-ALANINAMIDE	C22 H22 N6 O3
0RO	1	4-[4-(5,5-DIMETHYL-4,5-DIHYDRO-1,3-THIAZOL-2-YL)PIPERAZIN-1-YL]-6-PROPYLTHIENO[2,3-D]PYRIMIDINE	C18 H25 N5 S2
Z17	1	(3R)-3-(7-AMINO-1-METHYL-4,5-DIOXO-1,4,5,6-TETRAHYDROPYRIMIDO[4,5-C]PYRIDAZIN-3-YL)BUTANOIC ACID	C11 H13 N5 O4
0JG	1	METHYL (2S)-3-{4-AMINO-7-[(1E)-3-HYDROXYPROP-1-EN-1-YL]-5-(4-METHYLPHENYL)-7H-PYRROLO[2,3-D]PYRIMIDIN-6-YL}-2-CYANOPROPANOATE	C21 H21 N5 O3
0JH	1	TERT-BUTYL (2S)-3-[4-AMINO-7-(3-HYDROXYPROPYL)-5-(4-METHYLPHENYL)-7H-PYRROLO[2,3-D]PYRIMIDIN-6-YL]-2-CYANOPROPANOATE	C24 H29 N5 O3
23L	1	(3S)-TETRAHYDROFURAN-3-YL {(2S,3R)-4-[(4R)-7-FLUORO-1,1-DIOXIDO-4-(PROPAN-2-YL)-4,5-DIHYDRO-1,2-BENZOTHIAZEPIN-2(3H)-YL]-3-HYDROXY-1-PHENYLBUTAN-2-YL}CARBAMATE	C27 H35 F N2 O6 S
0J4	1	(2R)-2-(7-AMINO-4,5-DIOXO-1,4,5,6-TETRAHYDROPYRIMIDO[4,5-C]PYRIDAZIN-3-YL)PROPANOIC ACID	C9 H9 N5 O4
0J5	1	(7-AMINO-4,5-DIOXO-1,4,5,6-TETRAHYDROPYRIMIDO[4,5-C]PYRIDAZIN-3-YL)ACETIC ACID	C8 H7 N5 O4
23K	1	1-TERT-BUTYL-3-{(2S,3R)-4-[(4R)-7-FLUORO-1,1-DIOXIDO-4-(PROPAN-2-YL)-4,5-DIHYDRO-1,2-BENZOTHIAZEPIN-2(3H)-YL]-3-HYDROXY-1-PHENYLBUTAN-2-YL}UREA	C27 H38 F N3 O4 S
0H2	1	[1,3-DIOXO-6-(PYRIDIN-2-YL-KAPPAN)-2,3-DIHYDRO-1H-ISOINDOL-5-YL-KAPPAC~5~][(THIOXOMETHYLIDENE)AZANIDO-KAPPAN](1,4,7-TRITHIONANE-KAPPA~3~S~1~,S~4~,S~7~)RUTHENIUM	C20 H19 N3 O2 RU S4
0RT	1	4-[4-(5,5-DIMETHYL-4,5-DIHYDRO-1,3-THIAZOL-2-YL)PIPERAZIN-1-YL]-6-(2,2,2-TRIFLUOROETHYL)THIENO[2,3-D]PYRIMIDINE	C17 H20 F3 N5 S2
Z25	1	3-(7-AMINO-4,5-DIOXO-1,4,5,6-TETRAHYDROPYRIMIDO[4,5-C]PYRIDAZIN-3-YL)PROPANOIC ACID	C9 H9 N5 O4
HR6	1	(2S,4AR,6R,7R,7AS)-6-[6-AMINO-8-(BENZYLSULFANYL)-9H-PURIN-9-YL]-2-SULFANYLTETRAHYDRO-4H-FURO[3,2-D][1,3,2]DIOXAPHOSPHININ-7-OL 2-OXIDE	C17 H18 N5 O5 P S2
0J0	1	(3-EXO)-8,8-DIMETHYL-3-(4-{[(1-METHYL-2-OXO-1,2-DIHYDROQUINOLIN-4-YL)OXY]METHYL}-1H-1,2,3-TRIAZOL-1-YL)-8-AZONIABICYCLO[3.2.1]OCTANE	C22 H28 N5 O2 1
0HV	1	3-[(4-NITRONAPHTHALEN-1-YL)AMINO]BENZOIC ACID	C17 H12 N2 O4
BT9	1	3-{[4-(TRIFLUOROMETHYL)PHENYL]AMINO}BENZOIC ACID	C14 H10 F3 N O2
0JF	1	(3S)-N-(4-METHYLBENZYL)-1-{2-[(3,4,5-TRIMETHOXYPHENYL)AMINO]PYRIMIDIN-4-YL}PIPERIDINE-3-CARBOXAMIDE	C27 H33 N5 O4
R4M	1	(2E,6Z,8E)-3,7-DIMETHYL-8-[(4R)-4-METHYL-3,4-DIHYDRONAPHTHALEN-1(2H)-YLIDENE]OCTA-2,6-DIENOIC ACID	C21 H26 O2
4DC	1	(2R)-3-CYCLOPENTYL-2-[4-(METHYLSULFONYL)PHENYL]-N-(1,3-THIAZOL-2-YL)PROPANAMIDE	C18 H22 N2 O3 S2
L2D	1	{2,2'-[(1R,2R)-CYCLOHEXANE-1,2-DIYLBIS{[(PYRIDIN-2-YL-KAPPAN)METHYL]IMINO-KAPPAN}]DIACETATO-KAPPAO(2-)}IRON	C22 H26 FE N4 O4
L2M	1	{(R)-N-[(1S,2S)-2-{METHYL[(PYRIDIN-2-YL-KAPPAN)METHYL]AMINO-KAPPAN}CYCLOHEXYL]-N-[(PYRIDIN-2-YL-KAPPAN)METHYL]GLYCINATO-KAPPA~2~N,O}IRON(2+)	C21 H27 FE N4 O2 2
GM0	1	4-O-PHOSPHONO-L-GLYCERO-ALPHA-D-MANNO-HEPTOPYRANOSE	C7 H15 O10 P
FPT	1	N-[[3-FLUORO-4-ETHOXY-PYRID-2-YL]ETHYL]-N'-[5-NITRILOMETHYL-PYRIDYL]-THIOUREA	C16 H16 F N5 O S
0JQ	1	2-{1-[5-(6,7-DIMETHOXYCINNOLIN-4-YL)-3-METHYLPYRIDIN-2-YL]PIPERIDIN-4-YL}PROPAN-2-OL	C24 H30 N4 O3
0J7	1	3-(PYRIMIDIN-2-YL)-N-[3-(1H-TETRAZOL-5-YL)PHENYL]BENZAMIDE	C18 H13 N7 O
DN6	1	N-[3-(1H-TETRAZOL-5-YL)PHENYL]-3-(TRIFLUOROMETHYL)BENZAMIDE	C15 H10 F3 N5 O
0JB	1	N-[3-(1H-TETRAZOL-5-YL)PHENYL]-1H-BENZIMIDAZOLE-7-CARBOXAMIDE	C15 H11 N7 O
0J6	1	N-[3-(1H-TETRAZOL-5-YL)PHENYL]-2H-INDAZOLE-5-CARBOXAMIDE	C15 H11 N7 O
DN3	1	3-[(DIMETHYLAMINO)METHYL]-N-[3-(1H-TETRAZOL-5-YL)PHENYL]BENZAMIDE	C17 H18 N6 O
DN8	1	3-BROMO-N-[3-(1H-TETRAZOL-5-YL)PHENYL]BENZAMIDE	C14 H10 BR N5 O
0K3	1	(2Z,6Z,10Z,14Z,18Z,22Z,26Z)-3,7,11,15,19,23,27,31-OCTAMETHYLDOTRIACONTA-2,6,10,14,18,22,26,30-OCTAEN-1-YL DIHYDROGEN PHOSPHATE	C40 H67 O4 P
VTP	1	(2Z,6Z,10Z,14Z,18Z,22E,26E)-3,7,11,15,19,23,27,31-OCTAMETHYLDOTRIACONTA-2,6,10,14,18,22,26,30-OCTAEN-1-YL TRIHYDROGEN DIPHOSPHATE	C40 H68 O7 P2
2X0	1	[(1R)-1-AMINO-3-PHENYLPROPYL]PHOSPHONIC ACID	C9 H14 N O3 P
0JJ	1	7-METHOXY-N-{[6-(3-METHYL-1,2-THIAZOL-5-YL)[1,2,4]TRIAZOLO[4,3-B]PYRIDAZIN-3-YL]METHYL}-1,5-NAPHTHYRIDIN-4-AMINE	C19 H16 N8 O S
0JK	1	5-PHENYL-3-(QUINOLIN-6-YLMETHYL)-3,5,6,7-TETRAHYDRO-4H-[1,2,3]TRIAZOLO[4,5-C]PYRIDIN-4-ONE	C21 H17 N5 O
0JL	1	3-{(1S)-1-[3-(2-METHOXYETHOXY)QUINOLIN-6-YL]ETHYL}-5-(3-METHYL-1,2-THIAZOL-5-YL)-3,5-DIHYDRO-4H-[1,2,3]TRIAZOLO[4,5-C]PYRIDIN-4-ONE	C23 H22 N6 O3 S
0JP	1	8,9-DIMETHOXY-1-(1,3-THIAZOL-5-YL)-5,6-DIHYDROIMIDAZO[5,1-A]ISOQUINOLINE	C16 H15 N3 O2 S
0JV	1	METHYL N-[(3S,3AR,5R,6AR)-5-[[(2S,3R)-4-[(4-METHOXYPHENYL)SULFONYL-(2-METHYLPROPYL)AMINO]-3-OXIDANYL-1-PHENYL-BUTAN-2-YL]CARBAMOYLOXY]-3,3A,4,5,6,6A-HEXAHYDRO-2H-CYCLOPENTA[B]FURAN-3-YL]CARBAMATE	C31 H43 N3 O9 S
0K0	1	3-AMINO-6-{3-[(METHYLSULFONYL)AMINO]PHENYL}-N-(PIPERIDIN-4-YLMETHYL)PYRAZINE-2-CARBOXAMIDE	C18 H24 N6 O3 S
0K1	1	3-AMINO-6-[3-(1-METHYL-1H-PYRAZOL-4-YL)PHENYL]-N-[(1R,2R,3S,5S,7S)-5-HYDROXYADAMANTAN-2-YL]PYRAZINE-2-CARBOXAMIDE	C25 H28 N6 O2
0LF	1	(4R)-4-(4-PHENYLBUTOXY)-L-PROLINE	C15 H21 N O3
EFT	1	(2R)-3-CYCLOHEXYL-2-(6-HYDROXY-1H-INDAZOL-3-YL)PROPANENITRILE	C16 H19 N3 O
EFU	1	N-BENZYL-6-HYDROXY-N-METHYL-3-(3-METHYLBENZYL)-1H-INDAZOLE-5-CARBOXAMIDE	C24 H23 N3 O2
DG9	1	5'-({[(2R,3R)-3-AMINO-2-{[2-({N-[(2R)-2-HYDROXY-3,3-DIMETHYL-4-{[OXIDO(OXO)PHOSPHONIO]OXY}BUTANOYL]-BETA-ALANYL}AMINO)ETHYL]SULFANYL}-4-METHYLPENTYL]SULFONYL}AMINO)-5'-DEOXYADENOSINE	C27 H46 N9 O11 P S2
3LV	1	4-[2,2-BIS(HYDROXYMETHYL)-5-OXOPYRROLIDIN-1-YL]-3-[(DIPROPYLAMINO)METHYL]BENZOIC ACID	C20 H30 N2 O5
MR8	1	28-O-METHYLRAPAMYCIN	C52 H81 N O13
1GA	1	GERANILINE	C16 H21 N
BLF	1	6-CHLORO-3-[1-(4-CHLOROBENZYL)-4-PHENYL-1H-IMIDAZOL-5-YL]-N-[2-(MORPHOLIN-4-YL)ETHYL]-1H-INDOLE-2-CARBOXAMIDE	C31 H29 CL2 N5 O2
0KD	1	N-(PYRIDIN-3-YL)-2-(THIOPHEN-3-YL)-3H-IMIDAZO[4,5-B]PYRIDINE-7-CARBOXAMIDE	C16 H11 N5 O S
0R2	1	[(3R,5R,6S)-1-[(2S)-1-TERT-BUTOXY-1-OXOBUTAN-2-YL]-5-(3-CHLOROPHENYL)-6-(4-CHLOROPHENYL)-2-OXOPIPERIDIN-3-YL]ACETIC ACID	C27 H31 CL2 N O5
0KK	1	(2E)-2-IMINO-3-METHYL-5,5-DIPHENYLIMIDAZOLIDIN-4-ONE	C16 H15 N3 O
0KM	1	(2E,5R)-2-IMINO-5-(3'-METHOXYBIPHENYL-3-YL)-3-METHYL-5-PHENYLIMIDAZOLIDIN-4-ONE	C23 H21 N3 O2
0KP	1	(2E,5R)-2-IMINO-3-METHYL-5-PHENYL-5-[3-(PYRIDIN-3-YL)PHENYL]IMIDAZOLIDIN-4-ONE	C21 H18 N4 O
0KQ	1	(2E,5R)-5-[3-(5-CHLOROPYRIDIN-3-YL)PHENYL]-5-CYCLOPROPYL-2-IMINO-3-METHYLIMIDAZOLIDIN-4-ONE	C18 H17 CL N4 O
0KR	1	(2E,5R)-5-CYCLOPROPYL-2-IMINO-3-METHYL-5-{3-[5-(PROP-1-YN-1-YL)PYRIDIN-3-YL]PHENYL}IMIDAZOLIDIN-4-ONE	C21 H20 N4 O
0KS	1	N-[4-(1,1,1,3,3,3-HEXAFLUORO-2-HYDROXYPROPAN-2-YL)PHENYL]-N-METHYLBENZENESULFONAMIDE	C16 H13 F6 N O3 S
0KT	1	N-METHYL-N-(4-{(1S)-2,2,2-TRIFLUORO-1-HYDROXY-1-[1-(2-METHOXYETHYL)-1H-PYRROL-2-YL]ETHYL}PHENYL)BENZENESULFONAMIDE	C22 H23 F3 N2 O4 S
BF0	1	METHYL 4-{[(5BETA,6ALPHA)-17-(CYCLOPROPYLMETHYL)-3,14-DIHYDROXY-4,5-EPOXYMORPHINAN-6-YL]AMINO}-4-OXOBUTANOATE	C25 H32 N2 O6
0LM	1	N-(4-CHLORO-3-FLUOROPHENYL)-N'-(1,2,2,6,6-PENTAMETHYLPIPERIDIN-4-YL)ETHANEDIAMIDE	C18 H25 CL F N3 O2
